loss_val, pre_val, rec_val, acc_val, epoch, ece_val, f1_val, lr_rate, weight_decay, class_weight
1.0532033443450928,0.15888888888888889,0.3333333333333333,0.4766666666666667,42,0.08654173453648883,0.21519939804364185,0.1,0.01,[1. 1. 1.]
1.0971373319625854,0.08333333333333333,0.3333333333333333,0.25,43,0.30727458000183105,0.13333333333333333,0.1,0.01,[2. 1. 1.]
1.1685289144515991,0.08333333333333333,0.3333333333333333,0.25,44,0.34168880621592207,0.13333333333333333,0.1,0.01,[3. 1. 1.]
1.2932316064834595,0.08333333333333333,0.3333333333333333,0.25,43,0.39366674423217773,0.13333333333333333,0.1,0.01,[5. 1. 1.]
1.3394938707351685,0.08333333333333333,0.3333333333333333,0.25,43,0.39290400842825574,0.13333333333333333,0.1,0.01,[7. 2. 1.]
0.9918476343154907,0.7473130317957905,0.4499710046051509,0.5633333333333334,45,0.05080376466115315,0.42497486399925427,0.1,0.001,[1. 1. 1.]
1.0167983770370483,0.5900247025166996,0.5181799230579719,0.49,47,0.11257943828900659,0.4742625060862146,0.1,0.001,[2. 1. 1.]
1.0635851621627808,0.5621587301587302,0.42309549529061724,0.3466666666666667,46,0.2393729281425476,0.30793989669930827,0.1,0.001,[3. 1. 1.]
1.1545847654342651,0.670138888888889,0.3728466655295924,0.2866666666666667,45,0.342218603293101,0.21060574826808595,0.1,0.001,[5. 1. 1.]
1.1751093864440918,0.3865622517307911,0.4512195121951219,0.3466666666666667,44,0.28963244676589966,0.3143147724383422,0.1,0.001,[7. 2. 1.]
0.9321755766868591,0.6585180250203568,0.6186847840506378,0.6466666666666666,471,0.04109638174374895,0.629621447692896,0.1,0.0001,[1. 1. 1.]
0.9625550508499146,0.5957521190998666,0.5909208406769383,0.5666666666666667,47,0.09538704653580983,0.5729532229241023,0.1,0.0001,[2. 1. 1.]
1.0103222131729126,0.5953718566078118,0.5745428013720697,0.5133333333333333,45,0.10366442044576006,0.5193281491002927,0.1,0.0001,[3. 1. 1.]
1.129671573638916,0.6025257462207608,0.47073890878768926,0.39,68,0.26001845459143325,0.37521158289453277,0.1,0.0001,[5. 1. 1.]
1.1807372570037842,0.5930024172709843,0.4851513256391305,0.38333333333333336,69,0.2710712448755901,0.36571723426212593,0.1,0.0001,[7. 2. 1.]
0.9359866380691528,0.6219509699682666,0.6109833797638676,0.62,317,0.038057852784792595,0.6144389197248746,0.1,1e-05,[1. 1. 1.]
0.9849795699119568,0.6021432804628893,0.6085860480982431,0.5633333333333334,335,0.11240225156148279,0.5714740889237533,0.1,1e-05,[2. 1. 1.]
1.0779500007629395,0.5723504921500888,0.5020171698220479,0.43333333333333335,60,0.18238019287586216,0.4272812573305184,0.1,1e-05,[3. 1. 1.]
1.2376973628997803,0.6210219383504582,0.3908977201660129,0.31,67,0.33909665505091346,0.24572438431134083,0.1,1e-05,[5. 1. 1.]
1.301376223564148,0.3682983682983683,0.37360433604336046,0.2833333333333333,42,0.35899429003397626,0.2138504155124654,0.1,1e-05,[7. 2. 1.]
1.0565783977508545,0.15888888888888889,0.3333333333333333,0.4766666666666667,42,0.07651522000630695,0.21519939804364185,0.01,0.01,[1. 1. 1.]
1.100549578666687,0.08333333333333333,0.3333333333333333,0.25,44,0.31928002337614697,0.13333333333333333,0.01,0.01,[2. 1. 1.]
1.1619154214859009,0.08333333333333333,0.3333333333333333,0.25,42,0.34728778839111324,0.13333333333333333,0.01,0.01,[3. 1. 1.]
1.270420789718628,0.08333333333333333,0.3333333333333333,0.25,42,0.4015255689620972,0.13333333333333333,0.01,0.01,[5. 1. 1.]
1.2991646528244019,0.08333333333333333,0.3333333333333333,0.25,42,0.4015309536457062,0.13333333333333333,0.01,0.01,[7. 2. 1.]
0.9920156002044678,0.7391268739094826,0.4725714935471033,0.5766666666666667,471,0.03353411595026655,0.4603259485612427,0.01,0.001,[1. 1. 1.]
1.0179862976074219,0.5947266189963784,0.5266336915117403,0.49,135,0.10397728502750397,0.47337906275001923,0.01,0.001,[2. 1. 1.]
1.066980242729187,0.5586573135001127,0.42016752894801673,0.34,160,0.2643042620023091,0.30192336272070497,0.01,0.001,[3. 1. 1.]
1.1659742593765259,0.4183673469387755,0.35772357723577236,0.27,258,0.3656611226002376,0.18095590046809562,0.01,0.001,[5. 1. 1.]
1.1899833679199219,0.3878713878713878,0.43089430894308944,0.33,334,0.29954501301050185,0.29046715174522836,0.01,0.001,[7. 2. 1.]
0.9329817891120911,0.6535782245387606,0.6163537817196354,0.6433333333333333,339,0.047617642482121754,0.6268492611040186,0.01,0.0001,[1. 1. 1.]
0.9639835357666016,0.6056781739294473,0.6036572099986733,0.5733333333333334,378,0.11228483517964681,0.5802315963606287,0.01,0.0001,[2. 1. 1.]
1.01897394657135,0.6231097120134956,0.5603960808838858,0.5,424,0.13745962937672937,0.5049905064051722,0.01,0.0001,[3. 1. 1.]
1.1362687349319458,0.6067588325652843,0.46065722894991185,0.38,471,0.27467536091804506,0.35704967190451153,0.01,0.0001,[5. 1. 1.]
1.1853822469711304,0.607,0.47935224666931986,0.38,471,0.27192399442195897,0.36262382997194953,0.01,0.0001,[7. 2. 1.]
0.969071626663208,0.5860956690368455,0.5393344325051642,0.58,42,0.04039982398351031,0.5517264957264958,0.01,1e-05,[1. 1. 1.]
1.019997477531433,0.5670178228317764,0.5510216612655637,0.5033333333333333,42,0.09886229912439981,0.5118303238107181,0.01,1e-05,[2. 1. 1.]
1.1019682884216309,0.5937198067632851,0.4733443250516421,0.4066666666666667,42,0.1886218657096227,0.38764177401150285,0.01,1e-05,[3. 1. 1.]
1.2518274784088135,0.6003940792003076,0.36645062254818356,0.28,42,0.3486264163255691,0.19834690930581342,0.01,1e-05,[5. 1. 1.]
1.2741904258728027,0.35093962664668793,0.38986449864498646,0.2966666666666667,42,0.32900732417901357,0.23758668001631622,0.01,1e-05,[7. 2. 1.]
