loss_val, pre_val, rec_val, acc_val, epoch, ece_val, f1_val, lr_rate, weight_decay, class_weight
1.1227014064788818,0.7768235191343744,0.510291592979869,0.809,61,0.0597711993455887,0.5785672884238705,0.1,0.01,[1. 1. 1. 1. 1. 1. 1. 1.]
1.2737656831741333,0.7227187789057714,0.6076578245479398,0.773,84,0.06664875686168668,0.5918595261602737,0.1,0.01,[1. 1. 2. 2. 2. 2. 2. 2.]
1.3280583620071411,0.6403458300668989,0.5997125917900565,0.748,51,0.08704906821250918,0.5739806912994192,0.1,0.01,[1. 1. 3. 3. 3. 3. 3. 3.]
1.4780000448226929,0.5806291512404527,0.6170495187489837,0.662,45,0.17576769649982454,0.5420555892011719,0.1,0.01,[1. 1. 5. 5. 5. 5. 5. 5.]
1.2740432024002075,0.6691813019698715,0.4685082277760882,0.74,87,0.1361916875243187,0.5117279066240095,0.1,0.001,[1. 1. 1. 1. 1. 1. 1. 1.]
1.3606375455856323,0.5340905349815215,0.5091853950919114,0.723,86,0.13275250375270842,0.4971647218351295,0.1,0.001,[1. 1. 2. 2. 2. 2. 2. 2.]
1.5327244997024536,0.4893370897166675,0.516318534496641,0.664,86,0.19761023056507115,0.46689241053919067,0.1,0.001,[1. 1. 3. 3. 3. 3. 3. 3.]
1.7022846937179565,0.4665934118342032,0.5299349884780643,0.589,121,0.30019602602720263,0.44169716340126763,0.1,0.001,[1. 1. 5. 5. 5. 5. 5. 5.]
1.5304772853851318,0.4747446735505756,0.4002917706795579,0.664,54,0.22793324452638625,0.41378228170745546,0.1,0.0001,[1. 1. 1. 1. 1. 1. 1. 1.]
1.6758757829666138,0.4310437387584851,0.4314100303670124,0.627,99,0.24811440968513487,0.4029429637047336,0.1,0.0001,[1. 1. 2. 2. 2. 2. 2. 2.]
1.7690852880477905,0.3993382637566817,0.4352209313668033,0.599,85,0.2930931598544121,0.3787653562956881,0.1,0.0001,[1. 1. 3. 3. 3. 3. 3. 3.]
