epoch, iter, loss_train, loss_val, pre_val, rec_val, f01_val, f1_val, f10_val, ece_val
0, 0, 1.4158137409637372, 1.3859843015670776, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.487238611181577
1, 0, 1.4512036733329294, 1.249171495437622, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4650762510299683
2, 0, 1.3750516207267842, 1.2002919912338257, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4444599135716755
3, 0, 1.393403990318378, 1.2413419485092163, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4592654798428217
4, 0, 1.3384518474340439, 1.2053027153015137, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4409493468205134
5, 0, 1.3800896124293407, 1.3086111545562744, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4491754001379013
6, 0, 1.3591282792389392, 1.2795852422714233, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.43319693843523666
7, 0, 1.3595932833850384, 1.2706371545791626, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.45423314134279885
8, 0, 1.33584477417171, 1.1971303224563599, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4321644810835521
9, 0, 1.3596069693565367, 1.230770230293274, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4340640507141749
10, 0, 1.363676934565107, 1.2183046340942383, 0.06666666666666667, 0.3333333333333333, 0.06719893546240853, 0.11111111111111112, 0.32063492063492066, 0.4417976502577463
11, 0, 1.1187605887651442, 1.2229019403457642, 0.30075316672372476, 0.45642135642135645, 0.2998442120894576, 0.2911639307475878, 0.44696304942339266, 0.3637557111183803
12, 0, 0.9687818193808198, 1.002479910850525, 0.4819651882667637, 0.5199669791694331, 0.4797994781689914, 0.446270346377037, 0.5170551045676333, 0.27667280892531076
13, 0, 0.8365023288254936, 1.0646631717681885, 0.5112054932709723, 0.5778720597739003, 0.5058720430925253, 0.4542647327359324, 0.5737391508050879, 0.28584482073783873
14, 0, 0.7664343742653728, 0.9440726637840271, 0.5195411127001783, 0.5795062810400234, 0.518935122980139, 0.5210223259730754, 0.5777481948619801, 0.2548901295661926
15, 0, 0.5588524427264929, 0.9314222931861877, 0.5361434057086231, 0.581923087137811, 0.5360574323833562, 0.544867876222945, 0.5808615671721581, 0.24491405010223385
16, 0, 0.7381666845331589, 1.0936716794967651, 0.565631324703097, 0.5595902052957268, 0.5642495735112315, 0.5303349105674687, 0.5582159532451846, 0.27366041044394174
17, 0, 0.6436153780668974, 0.9153098464012146, 0.5735106998264893, 0.5881930611991962, 0.5736074216516869, 0.5795475730959602, 0.5879935616145148, 0.21810774763425192
18, 0, 0.6201808907712498, 0.9706569314002991, 0.6137015781922526, 0.6009702635469507, 0.6129913839228529, 0.5936302681992337, 0.6005664973600545, 0.20884050230185194
19, 0, 0.47266619006792704, 0.9095633029937744, 0.5949766525609222, 0.5741822254092193, 0.5947000190759072, 0.5828530016516668, 0.5743228978995197, 0.22014314810434976
20, 0, 0.42543273102492096, 1.0453723669052124, 0.576282982328734, 0.5631366247930666, 0.5756530222149626, 0.5582962608829181, 0.5628407700229442, 0.25785137236118316
21, 0, 0.5134992922345798, 0.9781584739685059, 0.5797881652661064, 0.5705702954169212, 0.5795999417728923, 0.5728344198395864, 0.5705733690320848, 0.23905543247858685
22, 0, 0.4051683453222116, 0.9749266505241394, 0.5949294907964587, 0.5719389335953754, 0.5941730929695681, 0.5719440871719574, 0.5717572898812334, 0.24401505311330157
23, 0, 0.3863287474960089, 0.9703726172447205, 0.6033685108197421, 0.5816136828406767, 0.6030925386154312, 0.5909967526833741, 0.5817721424969957, 0.22505840559800466
