epoch, iter, loss_train, loss_val, pre_val, rec_val, f01_val, f1_val, f10_val, ece_val
0, 0, 1.0016311407089233, 1.3494539260864258, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.47415755669275916
1, 0, 0.9790405035018921, 1.1479438543319702, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.3872707875569661
2, 0, 1.0663530826568604, 1.239470362663269, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.44588629444440214
3, 0, 0.9553994536399841, 1.2262192964553833, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.43450964093208316
4, 0, 1.0248764753341675, 1.271168828010559, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.45463840802510574
5, 0, 0.9939278364181519, 1.2073277235031128, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.4333958943684896
6, 0, 1.020313024520874, 1.158290147781372, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.4040212196111679
7, 0, 0.9943578243255615, 1.3034144639968872, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.45179724514484415
8, 0, 1.1062915325164795, 1.152364730834961, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.39804904381434125
9, 0, 0.8863632082939148, 1.3018654584884644, 0.06777777777777778, 0.3333333333333333, 0.06831664504396616, 0.1126500461680517, 0.3208854166666667, 0.443474338054657
10, 0, 0.8631812930107117, 1.1945439577102661, 0.20535714285714288, 0.46432908318154215, 0.20647711042714648, 0.28341728563704144, 0.4583808504032059, 0.3139084182182948
11, 0, 0.620598316192627, 1.0398703813552856, 0.4895891065456283, 0.551084079564005, 0.4835281646993998, 0.4259634869189252, 0.5467843104314176, 0.25873996814092
12, 0, 0.5276599526405334, 1.0647822618484497, 0.500902547903911, 0.5702315769190217, 0.49903006337282124, 0.4808476329912022, 0.5671973685194392, 0.2816424566507339
13, 0, 0.42661231756210327, 0.9794623851776123, 0.5411933672803237, 0.5802938749095615, 0.5409403263074021, 0.5443570299749814, 0.5792144188266214, 0.24600849211215975
14, 0, 1.0129426717758179, 1.0203090906143188, 0.5517853974141645, 0.5704342680758702, 0.5515907732299808, 0.5502278156207016, 0.569744077269474, 0.2557584361235301
15, 0, 0.29707011580467224, 1.2412108182907104, 0.5489741161616162, 0.5825252954928031, 0.5481380028964958, 0.5309717740681476, 0.5803372342684755, 0.3175868721803029
16, 0, 0.373148649930954, 1.0483862161636353, 0.5439919242550821, 0.5798684961588663, 0.5440684043178553, 0.5546268865777217, 0.5792109736635108, 0.3142347820599875
17, 0, 0.2821033000946045, 1.1067289113998413, 0.575541810510165, 0.6051639889619668, 0.5756690136848804, 0.585852398319219, 0.60467938754282, 0.2983204583326976
18, 0, 0.11508471518754959, 1.098183035850525, 0.5798433200981927, 0.5803761329799417, 0.5797384193421156, 0.5772503655074955, 0.5802551190014026, 0.3080549414952596
19, 0, 0.237596794962883, 1.4129687547683716, 0.5350953665053625, 0.5576083715992424, 0.5346717650190559, 0.527496767822055, 0.5564618701893698, 0.38590497295061743
20, 0, 0.052582621574401855, 1.3792579174041748, 0.6118791739957384, 0.5815145664954244, 0.6096413935861031, 0.5584415584415585, 0.580384237104577, 0.3328838908672333
21, 0, 0.09959188848733902, 1.2968504428863525, 0.6027035228141214, 0.5592312642474614, 0.6007253577765815, 0.5527035378709497, 0.5587331888090613, 0.33853336016337077
22, 0, 0.14011991024017334, 1.4103766679763794, 0.5805695774559293, 0.5640890350446647, 0.5794325303394684, 0.5507805701825285, 0.5634262768613947, 0.35773331363995875
23, 0, 0.18433165550231934, 1.447042465209961, 0.5945019765774483, 0.5702138528044094, 0.5935033863132378, 0.5653381821217053, 0.5698110785635903, 0.3537401487429936
