epoch, loss_val, ece_val, f1_val, pre_val, rec_val, acc_val, lr_rate, weight_decay, class_weight
42,0.7569953203201294,0.14542708504531116,0.0,0.0,0.0,0.5,0.01,0.1,[1. 1.]
51,0.6927502155303955,0.03709718585014343,0.0,0.0,0.0,0.5,0.01,0.1,[1. 3.]
45,0.6829574704170227,0.01431512366980317,0.6736842105263158,0.5079365079365079,1.0,0.515625,0.01,0.1,[1. 5.]
69,0.6995037198066711,0.047634124755859375,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[1. 7.]
42,0.735096275806427,0.08225172758102417,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[ 1. 10.]
42,0.7435497641563416,0.13690939421455067,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[ 1. 12.]
42,0.7405139803886414,0.13139491342008117,0.0,0.0,0.0,0.5,0.01,0.01,[1. 1.]
60,0.6329277753829956,0.08889386223422158,0.34005763688760804,1.0,0.2048611111111111,0.6024305555555556,0.01,0.01,[1. 3.]
43,0.6195114850997925,0.15506684624900421,0.7565337001375516,0.6264236902050114,0.9548611111111112,0.6927083333333334,0.01,0.01,[1. 5.]
46,0.6429606676101685,0.1258908421732485,0.6957575757575757,0.5344506517690876,0.9965277777777778,0.5642361111111112,0.01,0.01,[1. 7.]
42,0.6860294938087463,0.2405835224522485,0.6768507638072856,0.5115452930728241,1.0,0.5225694444444444,0.01,0.01,[ 1. 10.]
42,0.7033307552337646,0.24021032349103028,0.6666666666666666,0.5,1.0,0.5,0.01,0.01,[ 1. 12.]
42,0.6419637203216553,0.15403743062375322,0.3865546218487395,1.0,0.23958333333333334,0.6197916666666666,0.01,0.001,[1. 1.]
174,0.4979640245437622,0.17154152468881673,0.7127882599580713,0.8994708994708994,0.5902777777777778,0.7621527777777778,0.01,0.001,[1. 3.]
193,0.48497119545936584,0.2133510764170852,0.8041958041958043,0.8098591549295775,0.7986111111111112,0.8055555555555556,0.01,0.001,[1. 5.]
206,0.4999617338180542,0.18089795433398748,0.7921686746987951,0.699468085106383,0.9131944444444444,0.7604166666666666,0.01,0.001,[1. 7.]
241,0.5369810461997986,0.23290985708849302,0.7417218543046358,0.5995717344753747,0.9722222222222222,0.6614583333333334,0.01,0.001,[ 1. 10.]
204,0.5659641623497009,0.23558665894799763,0.7333333333333334,0.5813008130081301,0.9930555555555556,0.6388888888888888,0.01,0.001,[ 1. 12.]
481,0.5421914458274841,0.1656941996835586,0.6308411214953271,0.9642857142857143,0.46875,0.7256944444444444,0.01,0.0001,[1. 1.]
456,0.42595919966697693,0.14150830472095147,0.7628458498023716,0.8853211009174312,0.6701388888888888,0.7916666666666666,0.01,0.0001,[1. 3.]
415,0.40695661306381226,0.12171677137828536,0.793418647166362,0.8378378378378378,0.7534722222222222,0.8038194444444444,0.01,0.0001,[1. 5.]
443,0.4039778709411621,0.12753727672518125,0.8105263157894737,0.8191489361702128,0.8020833333333334,0.8125,0.01,0.0001,[1. 7.]
444,0.41097089648246765,0.1275613980833441,0.8128161888701517,0.7901639344262295,0.8368055555555556,0.8072916666666666,0.01,0.0001,[ 1. 10.]
456,0.4189666509628296,0.12689168554627234,0.8177339901477833,0.7757009345794392,0.8645833333333334,0.8072916666666666,0.01,0.0001,[ 1. 12.]
42,0.7570919990539551,0.14587497380044723,0.0,0.0,0.0,0.5,0.01,0.1,[1. 1.]
52,0.6927086710929871,0.036655426025390625,0.0,0.0,0.0,0.5,0.01,0.1,[1. 3.]
46,0.6829020977020264,0.014091012999415425,0.6736842105263158,0.5079365079365079,1.0,0.515625,0.01,0.1,[1. 5.]
68,0.6995313167572021,0.047415971755981445,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[1. 7.]
42,0.7353540658950806,0.09737337256471315,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[ 1. 10.]
42,0.7432286739349365,0.13418720352152985,0.6666666666666666,0.5,1.0,0.5,0.01,0.1,[ 1. 12.]
42,0.7420974373817444,0.1136580186171664,0.0,0.0,0.0,0.5,0.01,0.01,[1. 1.]
61,0.6329693794250488,0.08844698142881197,0.34005763688760804,1.0,0.2048611111111111,0.6024305555555556,0.01,0.01,[1. 3.]
42,0.6195013523101807,0.18203912002758849,0.7554945054945055,0.625,0.9548611111111112,0.6909722222222222,0.01,0.01,[1. 5.]
65,0.6429633498191833,0.11925753423323232,0.6957575757575757,0.5344506517690876,0.9965277777777778,0.5642361111111112,0.01,0.01,[1. 7.]
42,0.6840463876724243,0.23623341363337308,0.6768507638072856,0.5115452930728241,1.0,0.5225694444444444,0.01,0.01,[ 1. 10.]
42,0.704406201839447,0.23901377794229323,0.6666666666666666,0.5,1.0,0.5,0.01,0.01,[ 1. 12.]
42,0.641645073890686,0.15460603153850466,0.3865546218487395,1.0,0.23958333333333334,0.6197916666666666,0.01,0.001,[1. 1.]
174,0.4979618787765503,0.17327144188392493,0.7127882599580713,0.8994708994708994,0.5902777777777778,0.7621527777777778,0.01,0.001,[1. 3.]
193,0.4849761426448822,0.21161010887266862,0.8041958041958043,0.8098591549295775,0.7986111111111112,0.8055555555555556,0.01,0.001,[1. 5.]
205,0.49997520446777344,0.1807663276688092,0.7921686746987951,0.699468085106383,0.9131944444444444,0.7604166666666666,0.01,0.001,[1. 7.]
239,0.5369828939437866,0.2297593168914318,0.7417218543046358,0.5995717344753747,0.9722222222222222,0.6614583333333334,0.01,0.001,[ 1. 10.]
204,0.5659564137458801,0.23275892467548454,0.7333333333333334,0.5813008130081301,0.9930555555555556,0.6388888888888888,0.01,0.001,[ 1. 12.]
481,0.5421865582466125,0.16810607589367363,0.6308411214953271,0.9642857142857143,0.46875,0.7256944444444444,0.01,0.0001,[1. 1.]
456,0.4259694218635559,0.14155098857978982,0.7628458498023716,0.8853211009174312,0.6701388888888888,0.7916666666666666,0.01,0.0001,[1. 3.]
414,0.4069642126560211,0.12184139799016218,0.793418647166362,0.8378378378378378,0.7534722222222222,0.8038194444444444,0.01,0.0001,[1. 5.]
443,0.4039681851863861,0.12750828561062616,0.8105263157894737,0.8191489361702128,0.8020833333333334,0.8125,0.01,0.0001,[1. 7.]
442,0.4109649956226349,0.12754256392104757,0.8128161888701517,0.7901639344262295,0.8368055555555556,0.8072916666666666,0.01,0.0001,[ 1. 10.]
456,0.4189697206020355,0.12689233069411582,0.8177339901477833,0.7757009345794392,0.8645833333333334,0.8072916666666666,0.01,0.0001,[ 1. 12.]
47,0.817889928817749,0.12857586145401,0.0,0.0,0.0,0.5,0.05,0.1,[1. 1.]
42,0.6936294436454773,0.037826597690582275,0.0,0.0,0.0,0.5,0.05,0.1,[1. 3.]
