loss_val, pre_val, rec_val, acc_val, epoch, ece_val, f1_val, lr_rate, weight_decay, class_weight
1.5710549354553223,0.30188034188034185,0.24,0.24,42,0.3404684042930603,0.14377598926894702,0.1,0.01,[1. 2. 3. 5. 9.]
1.5888209342956543,0.3183296703296704,0.356,0.356,51,0.2530235545635223,0.2551497584541063,0.1,0.01,[ 1.  4.  4.  7. 13.]
1.595615029335022,0.4583662292400157,0.404,0.404,71,0.2163640923500061,0.30853917324505564,0.1,0.01,[ 1.  5.  5. 10. 15.]
1.3895012140274048,0.601332288401254,0.512,0.512,76,0.1323660368919373,0.5161176541371479,0.1,0.001,[1. 2. 3. 5. 9.]
1.3957371711730957,0.5713874206820491,0.484,0.484,44,0.22943560075759883,0.445424400136104,0.1,0.001,[ 1.  4.  4.  7. 13.]
1.4011937379837036,0.5288871912401325,0.476,0.476,481,0.21740175247192384,0.43110840345980783,0.1,0.001,[ 1.  5.  5. 10. 15.]
1.2775015830993652,0.6157836875921983,0.6,0.6,252,0.14181631803512573,0.6003874187532187,0.1,0.0001,[1. 2. 3. 5. 9.]
1.306965708732605,0.5917585992743315,0.5640000000000001,0.564,127,0.19895247316360476,0.5587965145360789,0.1,0.0001,[ 1.  4.  4.  7. 13.]
1.3249579668045044,0.5990332223418212,0.5640000000000001,0.564,148,0.21712430119514464,0.5557126276853623,0.1,0.0001,[ 1.  5.  5. 10. 15.]
1.3489550352096558,0.5820395204902021,0.5720000000000001,0.572,180,0.21312075662612917,0.5728712374439087,0.1,1e-05,[1. 2. 3. 5. 9.]
1.4056622982025146,0.5792673992673992,0.548,0.548,57,0.22866100478172305,0.5464205550641309,0.1,1e-05,[ 1.  4.  4.  7. 13.]
1.4286646842956543,0.5607588824569956,0.536,0.536,60,0.24895828080177307,0.5304734662989028,0.1,1e-05,[ 1.  5.  5. 10. 15.]
1.5739681720733643,0.3165254237288136,0.236,0.236,93,0.34000510740280143,0.13823590202900546,0.01,0.01,[1. 2. 3. 5. 9.]
1.5896857976913452,0.31990510697032437,0.356,0.356,42,0.24758764076232914,0.24677101033756185,0.01,0.01,[ 1.  4.  4.  7. 13.]
1.5891354084014893,0.44290626040626047,0.392,0.392,42,0.21909802508354193,0.2978377095519059,0.01,0.01,[ 1.  5.  5. 10. 15.]
1.39395010471344,0.6042077027371145,0.508,0.508,347,0.1409423291683197,0.5114809106578329,0.01,0.001,[1. 2. 3. 5. 9.]
1.3999619483947754,0.521971415436762,0.4720000000000001,0.472,418,0.22996936368942264,0.4306728874341343,0.01,0.001,[ 1.  4.  4.  7. 13.]
1.4049708843231201,0.5344977829188355,0.484,0.484,473,0.23193005514144902,0.437994962558383,0.01,0.001,[ 1.  5.  5. 10. 15.]
1.2829639911651611,0.603660574976504,0.592,0.592,480,0.1271941361427307,0.5903471529582875,0.01,0.0001,[1. 2. 3. 5. 9.]
1.3147573471069336,0.5904578016420122,0.56,0.56,481,0.18753107547760012,0.555215807366477,0.01,0.0001,[ 1.  4.  4.  7. 13.]
1.33445143699646,0.5735138484950357,0.536,0.536,481,0.22721040487289432,0.5250113288344173,0.01,0.0001,[ 1.  5.  5. 10. 15.]
1.3469327688217163,0.5227035568372986,0.4960000000000001,0.496,95,0.17726575899124147,0.4984793363311713,0.01,1e-05,[1. 2. 3. 5. 9.]
1.3779265880584717,0.5252897530265712,0.476,0.476,95,0.2229254420995712,0.473132071071465,0.01,1e-05,[ 1.  4.  4.  7. 13.]
1.3935152292251587,0.5206418662808115,0.488,0.488,116,0.22499269843101502,0.47518607492434617,0.01,1e-05,[ 1.  5.  5. 10. 15.]
1.5779781341552734,0.33902978280660684,0.248,0.248,181,0.30516758155822754,0.15684577254408685,0.001,0.01,[1. 2. 3. 5. 9.]
1.578963041305542,0.5153707052441229,0.368,0.368,116,0.18920247435569765,0.2752416835904562,0.001,0.01,[ 1.  4.  4.  7. 13.]
1.5765119791030884,0.45955756013745697,0.42400000000000004,0.424,185,0.14578867769241333,0.32371691504205713,0.001,0.01,[ 1.  5.  5. 10. 15.]
1.4560190439224243,0.599674007152268,0.43200000000000005,0.432,481,0.21842813491821292,0.42271238261445737,0.001,0.001,[1. 2. 3. 5. 9.]
1.47146737575531,0.520251572327044,0.43599999999999994,0.436,481,0.19437863492965696,0.3809511418813744,0.001,0.001,[ 1.  4.  4.  7. 13.]
1.4756808280944824,0.5157007145859605,0.4640000000000001,0.464,481,0.1974739627838135,0.4121354721033474,0.001,0.001,[ 1.  5.  5. 10. 15.]
1.3806592226028442,0.564107971947346,0.504,0.504,481,0.13451715755462645,0.5046293987206433,0.001,0.0001,[1. 2. 3. 5. 9.]
1.4098742008209229,0.5483780679628445,0.4640000000000001,0.464,481,0.19257149624824524,0.4481335385953627,0.001,0.0001,[ 1.  4.  4.  7. 13.]
1.421500325202942,0.532331166486096,0.476,0.476,481,0.18866189634799957,0.4467402665915836,0.001,0.0001,[ 1.  5.  5. 10. 15.]
1.374341607093811,0.5383549924487009,0.492,0.492,481,0.13799412095546723,0.49556432315925986,0.001,1e-05,[1. 2. 3. 5. 9.]
1.4050112962722778,0.5228828732243367,0.45200000000000007,0.452,481,0.19729362535476686,0.43965530303030304,0.001,1e-05,[ 1.  4.  4.  7. 13.]
1.4173862934112549,0.5174640174640175,0.45600000000000007,0.456,481,0.19843691873550418,0.4353990536583397,0.001,1e-05,[ 1.  5.  5. 10. 15.]
